ts_server,session_id,campaign_id,point_id,x_m,y_m,z_m,anchor_id,sample_index,rssi,channel,ts_us,addr1,addr2,addr3
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,8,-71,8,672599353,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,9,-71,8,672618321,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,10,-91,12,674190316,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,11,-79,2,675491536,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,12,-75,2,675509875,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,13,-74,2,675527307,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,14,-71,6,677065309,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,15,-69,6,677083310,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:29.499918-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,16,-71,6,677101318,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:49.316866-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,17,-85,11,687654244,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:49.316866-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,18,-86,11,687672250,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:49.316866-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,19,-87,11,687691858,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T18:29:49.316866-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A2,20,-75,1,688990965,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,1,-83,3,3754681,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,2,-84,3,3773382,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,3,-88,3,3791394,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,4,-83,7,5327408,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,5,-80,7,5345385,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,6,-81,7,5364387,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,7,-86,11,6885419,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,8,-83,11,6905405,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,9,-81,11,6921393,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,10,-85,1,8236110,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,11,-85,1,8254394,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,12,-93,5,9791407,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,13,-89,5,9810395,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,14,-87,5,9828421,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,15,-88,5,9846385,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,16,-82,9,11365407,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,17,-79,9,11383372,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,18,-82,9,11401393,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,19,-82,13,12955411,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:02:54.944493-03:00,demo_s1,train_01,P01,0.6,3.0,0.5,A1,20,-83,3,14254574,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,1,-82,9,3027183991,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,2,-84,9,3027201987,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,3,-87,12,3028721971,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,4,-87,13,3028758000,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,5,-85,3,3030054985,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,6,-85,3,3030073968,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,7,-83,3,3030091962,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,8,-81,7,3031628982,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,9,-80,7,3031646982,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,10,-82,7,3031665951,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,11,-88,10,3033166959,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,12,-87,11,3033203951,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,13,-86,11,3033221951,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,14,-84,5,3036091956,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,15,-80,5,3036109963,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,16,-83,5,3036127934,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,17,-82,9,3037684943,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:08:51.204600-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,18,-85,9,3037703938,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:09:12.654710-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,19,-87,12,3048238996,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:09:12.654710-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A2,20,-89,12,3048257894,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,1,-81,4,4236580,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,2,-86,4,4255514,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,3,-90,8,5809677,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,4,-93,12,7382623,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,5,-83,2,8681367,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,6,-80,2,8699609,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,7,-82,2,8718278,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,8,-90,6,10273655,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,9,-92,10,11846685,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,10,-85,4,14736784,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:14:16.648220-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,11,-90,4,14754762,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,12,-66,9,159388214,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,13,-66,9,159406117,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,14,-69,9,159426193,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,15,-68,13,160964131,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,16,-67,13,160983797,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,17,-63,3,162278108,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,18,-62,3,162299743,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,19,-65,7,163853097,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:15:25.858526-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A1,20,-64,7,163871086,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,1,-75,1,2931433,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,2,-90,5,4486773,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,3,-95,5,4504750,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,4,-85,9,6078829,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,5,-88,12,7613861,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,6,-86,12,7631845,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,7,-82,3,8949916,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,8,-80,3,8968906,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,9,-94,7,10541704,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,10,-94,10,12077028,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,11,-90,10,12095990,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,12,-90,11,12114026,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,13,-79,1,13431803,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:18:16.659980-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,14,-82,1,13450055,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,15,-90,12,103618055,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,16,-87,12,103636029,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,17,-86,12,103654049,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,18,-80,2,104934821,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,19,-87,6,106527319,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-15T19:19:54.393446-03:00,demo_s1,train_01,P02,0.6,0.5,1.0,A3,20,-90,10,108101181,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
